userid,score,City,Gender,Age,Objects,Balance,Products,CreditCard,Loyalty,estimated_salary,Churn
15748772,552,Ростов Великий,М,38,10,132271.12,2,1,1,46562.02,0
15766592,602,Ярославль,Ж,29,3,88814.4,2,1,1,62487.97,0
15855656,607,Ростов Великий,М,40,5,90594.55,1,0,1,181598.25,0
15734023,675,Ростов Великий,Ж,33,0,141816.25,1,1,0,64815.05,1
15847533,443,Ярославль,Ж,54,3,138547.97,1,1,1,70196.23,1
15751386,727,Ярославль,Ж,31,2,52192.08,2,0,1,160383.47,0
15755513,482,Ярославль,М,38,4,124976.19,1,1,0,35848.12,0
15829205,686,Ярославль,Ж,34,1,,2,1,0,87278.48,0
15711955,588,Ростов Великий,М,35,3,104356.38,1,1,0,94498.82,0
15683740,605,Рыбинск,Ж,48,10,150315.92,1,0,1,133486.36,0
15690803,583,Ярославль,М,39,1,129299.28,2,1,0,73107.6,0
15746750,738,Ростов Великий,М,37,7,140950.92,2,1,0,195333.98,0
15687872,744,Рыбинск,М,30,1,128065.12,1,1,0,121525.48,0
15752340,781,Ярославль,М,23,2,107433.48,1,1,0,173843.21,0
15756373,699,Ярославль,М,34,2,117468.67,1,1,0,185227.42,0
15836637,639,Ярославль,Ж,27,2,,2,0,0,125244.18,0
15612495,583,Ярославль,Ж,27,4,,3,1,0,163113.41,0
15755666,587,Ярославль,М,42,1,,1,0,0,123006.91,0
15629240,694,Ярославль,М,40,9,,2,1,0,40463.03,0
15720053,570,Ярославль,Ж,29,4,153040.03,1,1,1,131363.57,1
15707006,692,Ростов Великий,М,45,6,142084.04,4,1,0,188305.85,1
15774255,511,Ярославль,Ж,30,5,,2,1,0,143994.86,0
15788359,788,Ярославль,М,32,4,112079.58,1,0,0,89368.59,0
15856598,526,Рыбинск,М,66,7,132044.6,2,1,1,158365.89,0
15684670,749,Рыбинск,Ж,46,9,66582.81,1,1,0,78753.12,1
15755779,691,Ярославль,Ж,33,6,,2,1,1,100408.31,0
15743485,481,Ярославль,Ж,39,6,,1,1,1,24677.54,0
15740303,752,Ярославль,М,33,4,,2,1,1,39570.78,0
15758150,658,Ярославль,Ж,38,6,102895.1,1,0,0,155665.76,0
15682266,679,Рыбинск,М,42,2,,1,1,1,168294.27,0
15768794,754,Ростов Великий,М,27,7,117578.35,2,0,1,87908.01,0
15768401,679,Ярославль,М,47,10,198546.1,2,1,0,191198.92,1
15741608,633,Рыбинск,Ж,39,2,,2,0,0,191207.03,0
15854920,674,Ярославль,Ж,31,1,,1,1,0,128954.05,0
15785345,600,Ростов Великий,М,28,2,116623.31,1,0,1,59905.29,0
15857779,645,Рыбинск,М,49,8,,2,1,0,162012.6,0
15683384,698,Ярославль,М,36,6,,2,0,1,19231.98,0
15669939,508,Рыбинск,М,54,10,,1,1,1,175749.36,0
15828932,555,Ярославль,Ж,44,3,105770.7,3,1,0,60533.96,1
15654831,751,Ярославль,Ж,48,9,,1,1,0,137508.42,1
15717104,738,Ярославль,Ж,39,1,94435.45,2,0,1,189430.86,0
15826213,706,Ростов Великий,Ж,39,8,112889.91,1,0,1,6723.66,0
15800295,595,Ярославль,Ж,53,7,,2,1,0,41371.68,1
15633772,577,Ростов Великий,Ж,43,3,127940.47,1,0,0,125140.72,1
15803977,578,Ростов Великий,Ж,36,8,129745.1,1,1,1,143683.75,0
15737814,699,Ярославль,М,32,3,,2,1,1,170770.44,0
15688480,826,Ярославль,Ж,30,5,,2,0,1,157397.57,0
15609724,656,Ростов Великий,Ж,46,7,141535.52,1,1,0,50595.15,1
15792036,556,Ярославль,Ж,47,2,139914.27,1,1,1,50390.98,0
15637076,569,Ярославль,М,41,4,120243.49,1,1,0,163150.03,1
15649801,765,Ярославль,М,34,9,91835.16,1,0,0,138280.17,0
15820825,544,Рыбинск,М,37,2,,2,0,0,135067.02,0
15816459,588,Рыбинск,Ж,22,9,67178.19,1,1,1,163534.75,1
15739771,740,Рыбинск,Ж,31,8,,2,0,0,86657.48,0
15722404,850,Рыбинск,М,38,7,115378.94,1,0,1,162087.82,0
15752597,766,Ростов Великий,М,30,4,127786.28,2,1,1,28879.3,0
15834694,849,Ярославль,Ж,41,6,,2,1,1,169203.51,1
15833766,612,Ярославль,Ж,33,0,64900.32,2,1,0,102426.12,0
15738075,517,Ростов Великий,М,53,0,109172.88,1,1,0,54676.1,1
15701549,645,Ярославль,Ж,55,7,,2,1,1,18369.33,0
15758445,696,Ростов Великий,М,43,4,114091.38,1,0,1,159888.1,0
15765269,716,Ярославль,Ж,40,3,,2,0,1,167636.15,0
15725854,590,Ярославль,М,32,9,,2,1,0,138889.15,0
15715534,656,Ярославль,Ж,45,7,145933.27,1,1,1,199392.14,0
15722848,473,Ростов Великий,Ж,35,7,131504.73,1,1,0,189560.43,0
15757311,742,Ростов Великий,Ж,44,8,107926.02,1,0,1,17375.27,1
15849544,834,Ростов Великий,Ж,57,8,112281.6,3,1,0,140225.14,1
15633373,721,Ярославль,М,41,7,,2,0,1,61018.85,0
15700271,590,Рыбинск,М,29,10,,1,1,1,51907.72,1
15738877,516,Рыбинск,Ж,31,7,,1,1,0,47018.75,0
15854683,850,Ярославль,М,33,0,124781.67,1,0,1,33700.52,0
15691760,748,Ярославль,Ж,39,9,132865.56,1,1,1,59636.43,1
15637664,798,Ростов Великий,Ж,38,4,129055.13,1,1,0,157147.59,0
15808268,612,Ростов Великий,М,76,6,96166.88,1,1,1,191393.26,0
15784455,540,Ярославль,Ж,40,3,165298.12,1,0,1,199862.75,0
15708365,719,Рыбинск,Ж,33,7,,2,1,0,20016.59,0
15771653,598,Ярославль,М,48,6,120682.53,1,1,0,30635.52,1
15805729,796,Рыбинск,М,32,5,102773.15,2,0,1,117832.88,0
15613929,579,Ростов Великий,М,42,0,144386.32,1,1,1,22497.1,1
15696257,850,Ростов Великий,Ж,40,7,104449.8,1,1,1,747.88,0
15844956,599,Рыбинск,М,35,6,137102.65,1,0,0,76870.81,0
15686868,724,Ярославль,Ж,30,9,142475.87,1,1,1,107848.24,0
15643568,508,Ярославль,Ж,43,9,,1,1,0,103726.71,0
15840655,773,Рыбинск,М,37,2,103195.2,2,1,0,178268.36,0
15646479,526,Ярославль,М,28,1,112070.44,1,0,1,126281.83,0
15622450,542,Ярославль,Ж,29,7,,2,0,1,196651.72,0
15677031,470,Ярославль,М,35,1,96473.59,1,0,0,5962.3,0
15829416,805,Рыбинск,М,37,5,,2,1,0,21928.81,0
15666235,548,Ростов Великий,М,49,9,108437.89,1,0,0,127022.87,1
15734559,672,Ярославль,М,37,5,153195.59,1,1,1,162763.01,0
15852015,773,Ярославль,М,45,8,96877.21,1,1,1,113950.51,0
15800775,614,Ярославль,М,44,6,,2,0,1,104930.46,0
15849899,537,Ярославль,Ж,38,10,,1,0,0,52337.97,1
15674375,704,Ярославль,Ж,40,6,95452.89,1,0,1,179964.55,0
15756506,586,Рыбинск,М,41,3,63873.56,1,1,0,83753.64,0
15740903,677,Ярославль,Ж,24,0,148298.59,2,0,0,182913.95,0
15824446,558,Рыбинск,Ж,31,7,,2,1,0,166720.28,0
15844032,634,Ростов Великий,Ж,37,7,143258.85,2,1,0,192721.98,0
15747114,655,Ростов Великий,М,37,9,121342.24,1,1,1,180241.44,0
15810627,619,Ростов Великий,Ж,28,6,99152.73,2,1,0,48475.12,0
15683403,662,Ярославль,Ж,41,4,,2,1,0,126551.48,0
15744881,705,Рыбинск,М,33,7,68423.89,1,1,1,64872.55,0
15722474,527,Рыбинск,Ж,35,8,,1,1,0,98031.53,1
15679370,630,Ростов Великий,Ж,25,7,79656.81,1,1,0,93524.22,0
15851963,850,Ярославль,М,35,2,,2,1,1,56991.66,0
15644547,668,Ярославль,Ж,53,10,110240.04,1,0,0,183980.56,1
15668230,573,Ярославль,Ж,32,9,125321.84,2,1,1,130234.63,0
15766473,680,Ярославль,М,27,3,,1,1,0,32454.26,0
15725691,758,Ярославль,Ж,32,2,84378.9,1,1,1,75396.43,0
15801592,597,Ярославль,М,45,7,,2,0,0,167756.45,0
15788801,580,Ростов Великий,М,35,10,136281.41,2,1,1,24799.47,0
15826601,622,Ярославль,М,59,5,119380.37,1,1,1,60429.43,0
15788191,638,Ростов Великий,М,62,4,108716.59,2,1,1,74241.09,0
15625769,640,Ярославль,Ж,20,4,,2,0,1,78310.82,0
15686948,644,Рыбинск,М,28,0,,2,1,0,119419.37,0
15778424,753,Ярославль,Ж,31,6,106596.29,1,0,0,91305.77,0
15701313,629,Ярославль,Ж,37,10,99546.25,3,0,1,25136.95,1
15649623,775,Ярославль,Ж,30,5,,1,1,0,193880.6,1
15825762,701,Ярославль,Ж,41,2,,1,1,0,47856.78,0
15622628,708,Рыбинск,М,19,7,112615.86,1,1,1,4491.77,0
15844824,521,Рыбинск,Ж,22,10,,1,1,1,101311.95,0
15632059,636,Ярославль,Ж,24,9,,2,0,1,38830.72,0
15679131,529,Ярославль,Ж,31,5,,2,1,0,26817.23,0
15755508,757,Ярославль,М,28,3,75381.15,1,1,1,199727.72,0
15743673,767,Рыбинск,Ж,24,5,,2,1,1,67445.85,0
15809395,525,Рыбинск,М,33,5,,2,1,0,161002.29,0
15856769,759,Рыбинск,М,38,1,,2,1,0,20778.39,0
15825743,520,Ростов Великий,Ж,45,1,123086.39,1,1,1,41042.4,1
15696919,738,Ярославль,Ж,26,3,,2,1,0,67484.16,0
15652635,548,Рыбинск,М,37,4,,1,1,0,121763.68,0
15790059,535,Рыбинск,М,48,9,109472.47,1,1,0,157358.43,1
15625327,615,Рыбинск,М,59,4,155766.05,1,1,1,110275.17,0
15781571,850,Ростов Великий,М,38,7,101985.81,2,0,0,43801.27,0
15825140,487,Ярославль,Ж,34,2,96019.5,1,0,0,9085.0,0
15740216,731,Ярославль,М,30,7,,2,0,1,143086.09,0
15739781,726,Рыбинск,Ж,35,9,,2,0,1,100556.98,0
15823970,609,Ярославль,Ж,35,2,147900.43,1,1,0,140000.29,0
15622627,714,Ярославль,М,52,4,100755.66,1,1,1,186775.25,0
15848426,694,Рыбинск,Ж,35,7,,1,1,0,133570.43,1
15654875,786,Ярославль,Ж,33,0,83036.05,1,0,1,154990.58,1
15611570,698,Рыбинск,М,27,6,125427.37,2,0,0,27654.44,0
15752653,601,Ярославль,Ж,46,3,98202.76,1,0,0,137763.93,0
15761579,769,Рыбинск,М,41,1,72509.91,1,1,0,25723.73,0
15842230,850,Ростов Великий,М,44,3,140393.65,2,0,1,186285.52,0
15716175,646,Рыбинск,Ж,50,5,142644.64,2,1,1,142208.5,1
15711747,659,Ярославль,Ж,44,9,23503.31,1,0,1,169862.01,1
15624124,487,Рыбинск,М,33,8,145729.71,1,1,0,41365.85,0
15785889,740,Ростов Великий,Ж,40,2,122295.17,2,1,1,30812.84,0
15622523,686,Ярославль,М,39,4,,2,1,0,155023.93,0
15802702,612,Рыбинск,Ж,36,5,119799.27,2,1,0,159416.58,0
15643781,655,Рыбинск,М,37,8,163708.58,2,0,0,76259.23,0
15806757,617,Ярославль,М,34,1,61687.33,2,1,0,105965.25,0
15729954,674,Ярославль,Ж,27,4,79144.34,1,0,1,50743.83,0
15669188,711,Рыбинск,М,32,5,,2,1,1,147720.27,0
15743700,624,Ростов Великий,Ж,27,7,104848.68,1,1,1,167387.36,0
15811623,597,Рыбинск,М,26,5,,2,0,1,95159.13,0
15778094,682,Рыбинск,М,46,4,,1,1,1,4654.28,0
15792208,775,Ярославль,М,45,8,,1,1,0,130376.68,0
15728608,727,Ярославль,Ж,29,1,146652.01,1,1,1,173486.39,0
15803587,629,Ярославль,М,31,6,,2,1,0,93881.75,0
15777324,684,Ярославль,М,46,0,,2,1,1,36376.97,0
15827330,549,Ростов Великий,Ж,37,1,130622.34,2,1,1,128499.94,0
15649171,593,Ростов Великий,М,69,2,187013.13,2,0,1,105898.69,0
15832983,536,Рыбинск,М,40,9,,2,1,1,11959.03,0
15719169,707,Ярославль,Ж,36,6,,1,0,0,98810.78,0
15668641,592,Рыбинск,М,41,0,,2,1,0,65906.07,0
15669150,703,Ярославль,М,44,6,98862.54,1,1,0,151516.7,0
15665956,723,Рыбинск,Ж,45,4,,2,1,0,37214.39,0
15795593,452,Ростов Великий,М,52,1,98443.14,2,0,0,92033.98,0
15720644,552,Рыбинск,М,42,4,,2,0,0,195692.3,0
15815749,633,Ярославль,Ж,47,0,,1,1,1,6342.84,1
15666708,479,Ростов Великий,Ж,23,9,123575.51,1,0,1,95148.28,0
15781363,768,Ярославль,М,25,6,,2,1,1,21215.67,0
15686128,742,Ярославль,М,31,4,105239.1,1,1,1,19700.24,0
15727604,668,Ростов Великий,М,56,9,110993.79,1,1,0,134396.64,1
15670590,707,Рыбинск,М,44,3,,2,1,1,135077.01,0
15711989,754,Рыбинск,М,39,7,157691.98,2,1,0,133600.89,1
15800759,544,Ростов Великий,М,47,5,105245.21,1,0,0,99922.08,1
15617294,718,Рыбинск,М,32,8,,2,1,1,41399.33,0
15677992,762,Ярославль,М,31,7,117687.35,1,1,1,159344.43,0
15723135,772,Ярославль,М,23,2,,2,1,0,18364.19,0
15717456,691,Ростов Великий,Ж,37,7,123067.63,1,1,1,98162.44,1
15622985,502,Ярославль,М,45,0,,1,0,0,84663.21,0
15718167,563,Ярославль,Ж,34,6,,2,0,0,36536.93,0
15741021,676,Ярославль,Ж,41,4,101457.14,1,1,1,79101.67,0
15853511,576,Рыбинск,М,52,2,100549.43,2,1,1,16644.16,0
15720909,629,Рыбинск,М,35,4,174588.8,2,0,1,158420.14,0
15707958,625,Рыбинск,М,52,8,121161.57,1,1,0,48988.28,0
15846644,628,Ярославль,М,45,9,,2,1,1,96862.56,0
15628775,471,Ростов Великий,Ж,36,5,90063.74,2,1,1,96366.7,0
15845306,811,Ярославль,Ж,45,5,,2,1,1,146123.19,0
15824187,504,Ярославль,М,42,3,134936.97,2,0,0,135178.91,0
15763755,687,Ярославль,Ж,24,3,110495.27,1,1,0,158615.41,0
15781324,660,Ростов Великий,Ж,37,2,133200.09,1,0,0,71433.88,0
15773393,548,Ярославль,Ж,41,4,82596.8,1,0,1,55672.09,0
15782028,609,Ростов Великий,М,31,9,103837.75,1,1,1,150218.11,0
15768681,659,Рыбинск,Ж,42,2,,1,0,0,162734.31,1
15855895,526,Ярославль,М,52,8,93590.47,1,0,1,21228.71,1
15679556,725,Ростов Великий,М,40,8,104149.66,1,1,0,62027.9,0
15646616,519,Ростов Великий,М,38,1,114141.64,1,1,1,60988.21,1
15662230,562,Ростов Великий,Ж,31,9,117153.0,1,1,1,108675.01,0
15639728,482,Ростов Великий,М,45,7,156353.46,1,1,0,72643.95,1
15777761,535,Рыбинск,М,37,3,175534.78,2,1,1,9241.52,0
15773495,561,Ярославль,Ж,27,9,135637.0,1,1,0,153080.4,1
15795648,661,Ярославль,Ж,30,7,,2,1,0,72196.57,0
15754052,771,Ярославль,М,27,2,,2,1,1,199527.34,0
15781521,545,Ярославль,М,26,7,,2,0,1,156598.23,0
15820632,850,Ростов Великий,Ж,33,2,83415.04,1,0,1,74917.64,0
15671699,601,Ростов Великий,М,43,3,141859.12,2,1,1,111249.62,0
15784862,712,Ростов Великий,М,38,7,132767.66,2,1,1,59115.77,0
15618359,589,Ярославль,Ж,31,10,110635.32,1,1,0,148218.86,0
15784388,600,Рыбинск,М,37,8,177657.35,1,1,1,77142.32,0
15781620,642,Ростов Великий,М,41,4,157777.58,1,1,0,67484.6,0
15657786,575,Ростов Великий,М,47,9,107915.94,2,1,1,63452.18,1
15845741,570,Ростов Великий,Ж,57,5,86568.75,1,0,1,103660.31,0
15786234,532,Ростов Великий,М,52,9,137755.76,1,1,0,163191.99,1
15763199,796,Ярославль,М,30,2,137262.71,2,1,0,62905.29,0
15631431,833,Рыбинск,М,32,6,,1,1,1,44323.22,1
15708538,642,Рыбинск,Ж,36,6,,2,1,1,97938.59,0
15613880,655,Ярославль,М,28,10,,2,0,1,126565.21,0
15793467,736,Ростов Великий,М,50,9,116309.01,1,1,0,185360.4,1
15647870,617,Ярославль,Ж,34,0,131244.65,2,1,0,183229.02,0
15668780,762,Ростов Великий,М,28,3,125155.83,2,1,1,106024.02,0
15780646,703,Ростов Великий,М,35,5,140691.08,2,1,0,167810.26,0
15803812,507,Ярославль,М,41,3,58820.32,2,1,1,138536.09,0
15752841,581,Ростов Великий,Ж,26,3,105099.45,1,1,1,184520.0,1
15620138,593,Ярославль,М,31,9,,2,0,1,20492.16,0
15846073,648,Ярославль,М,23,9,168372.52,1,1,0,134676.72,0
15697108,462,Ростов Великий,М,34,1,94682.56,2,1,0,138478.2,0
15628603,596,Рыбинск,М,36,2,,2,0,1,125557.95,0
15705224,627,Ярославль,Ж,44,5,,2,1,0,82969.61,1
15647549,494,Ярославль,М,40,7,,2,0,1,158071.69,0
15654380,627,Ярославль,М,73,0,146329.73,1,0,1,43615.67,0
15717664,850,Рыбинск,М,37,2,,2,1,0,119969.99,0
15698836,632,Ярославль,Ж,49,5,167962.7,1,0,0,140201.21,0
15807029,490,Ярославль,М,33,1,,2,1,1,80792.83,0
15679159,715,Ярославль,М,40,7,,1,1,1,141359.11,0
15650365,679,Ярославль,М,48,8,,2,1,0,23344.94,0
15620049,619,Ярославль,М,44,3,116967.68,1,1,0,5075.17,1
15757229,465,Рыбинск,Ж,33,6,,2,1,1,95500.98,0
15686095,736,Рыбинск,М,32,7,,1,0,1,79082.62,0
15730649,501,Ростов Великий,Ж,34,7,93244.42,1,0,1,199805.63,0
15833671,535,Ярославль,Ж,29,5,,2,0,1,52709.55,0
15751429,759,Ярославль,Ж,33,2,,2,1,0,56583.88,0
15714752,819,Ярославль,М,35,1,,2,0,1,3385.04,0
15770341,533,Ростов Великий,М,43,4,80442.06,2,0,1,12537.42,0
15693880,632,Ростов Великий,Ж,35,2,150561.03,2,0,0,64722.61,0
15792137,686,Ярославль,М,60,9,,3,1,1,75246.21,1
15734610,687,Ярославль,Ж,34,9,125474.44,1,1,0,198929.84,0
15663471,667,Ростов Великий,Ж,33,4,127076.68,2,1,0,69011.66,0
15812517,699,Рыбинск,Ж,25,8,,2,1,1,52404.47,0
15667347,497,Рыбинск,М,37,8,128650.11,2,1,1,163641.53,0
15815807,780,Рыбинск,Ж,33,6,145580.61,1,1,1,154598.56,0
15763107,652,Ярославль,Ж,51,3,,1,1,0,173989.47,1
15760720,477,Ярославль,М,47,9,144900.58,1,1,0,61315.37,1
15849143,652,Ярославль,Ж,37,4,,2,1,0,143393.24,0
15827778,488,Ярославль,Ж,31,8,97588.6,1,0,0,124210.53,0
15852038,572,Ярославль,М,24,1,,2,1,1,151460.84,0
15720286,755,Ярославль,Ж,38,1,,2,1,0,20734.81,0
15696832,779,Ростов Великий,Ж,24,10,122200.31,2,1,0,43705.56,0
15660056,693,Рыбинск,Ж,46,3,151709.33,1,1,0,180736.24,0
15695801,530,Рыбинск,Ж,22,7,,2,1,0,104170.48,0
15691848,738,Рыбинск,Ж,33,3,122134.4,2,0,1,27867.59,0
15733262,690,Ростов Великий,М,31,2,137260.45,2,1,0,55387.28,0
15849681,611,Ярославль,Ж,30,9,88594.14,1,1,0,196332.45,0
15712802,643,Рыбинск,М,34,6,,2,1,1,116046.22,0
15668497,632,Ростов Великий,М,41,8,127205.32,4,1,0,93874.87,1
15804261,727,Рыбинск,Ж,31,10,96997.09,2,0,0,76614.04,0
15777816,508,Ярославль,Ж,64,2,,1,1,1,6076.62,0
15662273,550,Ярославль,М,31,5,142200.19,2,1,1,122221.71,0
15640898,754,Ростов Великий,Ж,39,3,160761.41,1,1,1,24156.03,0
15737036,759,Ярославль,М,26,4,,2,1,0,135394.62,0
15679971,794,Рыбинск,М,33,8,,2,0,0,91340.02,0
15655180,549,Ярославль,М,29,3,,2,1,0,146090.38,0
15669193,671,Ярославль,М,31,0,116234.61,1,1,0,172096.08,0
15670731,756,Ростов Великий,Ж,26,5,155143.52,1,0,1,135034.57,1
15748864,632,Ярославль,Ж,21,1,,2,1,0,84008.66,0
15709166,579,Ярославль,М,38,8,,2,0,0,91763.67,0
15670121,748,Ярославль,М,34,5,84009.47,1,1,1,137001.1,0
15624059,488,Ростов Великий,Ж,28,7,139246.22,2,1,0,106799.49,0
15650845,710,Ростов Великий,М,58,7,170113.0,2,0,1,10494.64,0
15844678,619,Рыбинск,Ж,41,8,,3,1,1,79866.73,1
15610167,773,Ярославль,М,64,2,145578.28,1,0,1,186172.85,0
15852903,657,Рыбинск,М,75,7,126273.95,1,0,1,91673.6,0
15687237,579,Ярославль,Ж,26,10,162482.76,1,1,1,18458.2,0
15828026,542,Ярославль,М,29,9,,1,1,0,8342.35,0
15653893,709,Ярославль,Ж,32,2,87814.89,1,1,0,138578.37,0
15716573,617,Рыбинск,М,61,3,113858.95,1,1,1,38129.22,0
15699558,568,Ростов Великий,М,43,5,87612.64,4,1,1,107155.4,1
15623296,769,Ярославль,Ж,73,1,,1,1,1,29792.11,0
15803377,608,Ростов Великий,М,26,1,106648.98,1,0,1,7063.6,0
15630320,503,Рыбинск,М,31,4,,2,1,1,21645.06,0
15646882,608,Ростов Великий,Ж,38,8,103653.51,2,1,1,137079.86,0
15856710,731,Ростов Великий,М,37,3,116880.53,1,0,0,172718.35,1
15789722,850,Ростов Великий,Ж,40,4,97990.49,2,0,0,106691.02,0
15802477,591,Ростов Великий,Ж,34,4,150635.3,1,1,1,72274.84,0
15777628,579,Рыбинск,М,37,4,,2,1,1,32246.63,0
15839930,570,Ярославль,М,39,10,129674.89,2,1,0,80552.36,0
15766522,709,Ярославль,Ж,37,9,,2,1,0,16733.59,0
15685462,611,Ярославль,М,53,3,83568.26,1,0,0,1235.49,0
15707075,775,Рыбинск,М,48,4,178144.91,2,0,0,50168.41,1
15797262,699,Ростов Великий,М,36,6,147137.74,1,1,1,33687.9,0
15745773,618,Ярославль,М,37,5,,1,0,1,178705.45,1
15794148,704,Ярославль,М,36,3,114370.41,1,0,1,66810.48,0
15652294,835,Ростов Великий,Ж,47,5,108289.28,2,1,1,45859.55,1
15615144,714,Ростов Великий,М,39,3,149887.49,2,1,0,63846.36,0
15656659,581,Рыбинск,Ж,43,4,170172.9,1,0,1,100236.02,0
15789736,592,Ярославль,М,27,3,,2,1,1,19645.65,0
15774517,551,Ярославль,М,43,7,,2,1,0,178393.68,0
15769934,689,Ростов Великий,Ж,28,2,64808.32,2,0,0,78591.15,0
15837009,604,Ярославль,Ж,56,0,62732.65,1,0,1,124954.56,0
15847686,514,Ярославль,Ж,41,7,,2,1,1,3756.65,0
15619040,698,Ярославль,М,29,5,95167.55,1,1,1,152723.23,0
15687936,581,Ростов Великий,Ж,54,2,152508.99,1,1,0,187597.98,1
15822363,573,Ростов Великий,М,31,0,134644.19,1,1,1,70381.49,0
15793491,449,Рыбинск,Ж,33,8,,2,0,0,156792.89,0
15612390,850,Ростов Великий,Ж,31,3,51293.47,1,0,0,35534.68,0
15795815,612,Ярославль,М,41,5,,3,0,0,151256.22,0
15727731,690,Рыбинск,М,49,8,116622.73,1,0,1,51011.29,0
15833499,599,Рыбинск,Ж,49,2,,2,1,0,111190.53,0
15809194,498,Ярославль,М,33,1,198113.86,1,1,0,69664.35,0
15658957,497,Ярославль,Ж,29,4,85646.81,1,0,0,63233.02,1
15818860,802,Рыбинск,М,51,7,,1,0,1,40855.79,0
15708547,644,Ярославль,М,33,9,141234.98,1,1,0,95673.05,0
15772540,714,Ярославль,М,34,10,,2,1,1,80234.14,0
15756798,690,Ярославль,Ж,40,9,77641.99,1,0,0,189051.59,1
15634933,522,Рыбинск,М,30,3,,2,1,0,145490.85,0
15835852,502,Ростов Великий,Ж,40,7,117304.29,1,0,0,196278.32,0
15680967,730,Рыбинск,Ж,62,2,,2,1,1,162889.1,0
15740414,590,Ростов Великий,М,36,6,92340.69,2,1,1,174667.58,0
15843148,458,Ростов Великий,М,35,9,146780.52,2,1,1,3476.38,0
15640346,553,Рыбинск,М,41,6,144974.55,1,1,1,19344.92,0
15769370,479,Ярославль,М,47,1,,1,1,0,95270.83,0
15713602,693,Ярославль,М,31,2,,2,1,1,107759.31,0
15710198,707,Рыбинск,М,43,10,,2,1,0,118368.2,0
15705310,636,Рыбинск,М,37,1,115137.26,1,1,0,52484.01,0
15759662,807,Ярославль,М,33,10,101952.97,2,1,0,178153.65,0
15646290,513,Ярославль,Ж,45,0,164649.52,3,1,0,49915.52,1
15759536,582,Ярославль,М,31,2,,2,1,1,33747.03,0
15722165,694,Ярославль,М,32,0,91956.49,1,1,1,59961.81,0
15658858,777,Ярославль,М,39,8,,2,1,1,18613.52,0
15784908,598,Ростов Великий,М,32,9,123938.6,2,1,0,198894.42,0
15835041,762,Ростов Великий,М,46,6,123571.77,3,0,1,57014.17,1
15678752,588,Ярославль,Ж,34,3,120777.88,1,1,1,131729.52,0
15775874,663,Ростов Великий,М,42,5,90248.79,1,1,1,79169.73,0
15712477,777,Ярославль,М,36,7,,1,1,0,106472.34,0
15659690,592,Ярославль,М,71,4,,2,0,1,17013.54,0
15771974,631,Ростов Великий,М,48,1,106396.48,1,1,1,150661.42,1
15760978,725,Ростов Великий,Ж,47,1,104887.43,1,0,0,86622.56,1
15725650,850,Ярославль,М,34,2,72079.71,1,1,1,115767.93,0
15697010,540,Ярославль,М,37,6,,2,1,0,141998.89,0
15734193,674,Рыбинск,М,36,2,,2,1,1,182787.17,0
15762385,553,Ярославль,М,38,3,99844.68,1,0,0,187915.7,0
15821633,630,Ярославль,Ж,28,1,,2,1,1,133267.78,0
15632173,466,Ярославль,М,26,3,156815.71,1,1,1,137476.09,0
15725105,613,Ярославль,М,47,6,146034.74,1,1,1,77146.14,0
15669243,558,Ярославль,М,27,1,152283.39,1,1,0,183271.15,0
15614731,775,Ростов Великий,Ж,33,1,118897.1,2,1,1,26362.4,0
15716069,698,Ростов Великий,М,52,8,96781.39,1,1,1,153373.71,0
15791488,608,Ростов Великий,М,33,1,102772.67,2,1,0,70705.58,0
15768038,670,Рыбинск,Ж,20,4,,2,1,0,119759.24,0
15764819,591,Рыбинск,М,39,8,,2,0,0,42392.24,0
15814178,633,Ярославль,М,40,4,150578.0,1,0,1,34670.62,1
15846369,678,Ярославль,Ж,46,1,,2,0,0,82106.19,0
15714921,590,Ярославль,М,47,3,,2,1,0,171774.5,0
15849222,705,Ярославль,Ж,48,0,,2,0,0,149772.61,0
15613631,608,Ярославль,М,42,10,163548.07,1,1,0,38866.85,0
15657256,682,Ярославль,Ж,37,8,148580.12,1,1,0,35179.18,0
15730228,596,Ростов Великий,М,32,3,96709.07,2,0,0,41788.37,0
15718073,395,Ростов Великий,Ж,34,5,106011.59,1,1,1,17376.57,1
15763783,578,Ростов Великий,М,37,1,135650.88,1,1,0,199428.19,0
15631753,547,Ростов Великий,М,55,4,111362.76,3,1,0,16922.28,1
15653922,609,Ярославль,М,37,1,39344.83,1,1,1,178291.89,1
15660037,774,Ростов Великий,М,36,9,130809.77,1,1,0,152290.28,0
15768782,712,Ярославль,Ж,27,2,133009.51,1,1,0,126809.15,0
15628484,585,Ростов Великий,Ж,28,9,135337.49,2,1,1,40385.61,0
15715562,666,Ярославль,Ж,32,10,112536.57,2,1,1,34350.54,0
15637898,708,Рыбинск,Ж,35,8,122570.69,1,0,0,199005.88,0
15692762,513,Ярославль,М,44,1,63562.02,2,0,1,52629.73,1
15788562,445,Ярославль,М,37,3,,2,1,1,180012.39,0
15751346,690,Ростов Великий,М,44,9,100368.63,2,0,0,35342.33,0
15667207,850,Ярославль,М,37,6,,2,1,0,109291.22,0
15632833,537,Рыбинск,Ж,33,7,136082.0,1,1,0,62746.54,0
15732064,705,Ростов Великий,М,48,9,114169.16,1,0,0,173273.2,1
15624890,670,Ярославль,Ж,45,5,47884.92,1,1,1,54340.24,0
15777362,652,Рыбинск,Ж,36,1,,2,1,1,19302.78,0
